mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.027325129508972167,0.005026559438228079,0.0022678613662719727,0.0004901706873417465,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",1.0,0.9411764705882353,0.9444444444444444,0.918918918918919,0.9743589743589743,1.0,0.9444444444444444,0.9473684210526315,1.0,1.0,0.9670711673807648,0.029650723346433264,1
0.04594199657440186,0.006777703669579208,0.0039368152618408205,0.001103695200329152,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.9696969696969697,0.9696969696969697,0.9714285714285714,0.9444444444444444,0.9743589743589743,0.918918918918919,0.9714285714285714,1.0,0.967741935483871,0.9375,0.9625215355457291,0.021651105649436234,2
0.02923009395599365,0.004129064706642946,0.0036283493041992187,0.0008332876905408943,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",1.0,0.9411764705882353,0.9444444444444444,0.918918918918919,0.9743589743589743,1.0,0.9444444444444444,0.9473684210526315,1.0,0.9411764705882353,0.9611888144395884,0.028340537208622202,3
0.09622859954833984,0.003572531997732929,0.004308748245239258,0.0006142024176183763,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.9375,0.9696969696969697,0.9411764705882353,0.9444444444444444,0.9473684210526315,0.9142857142857143,0.9714285714285714,1.0,0.967741935483871,0.967741935483871,0.9561384462464311,0.022687674838083805,4
0.024129819869995118,0.0030141386734785737,0.001654505729675293,0.00045163264930356414,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",1.0,0.9411764705882353,0.9142857142857143,0.918918918918919,0.9743589743589743,0.972972972972973,0.9444444444444444,0.9230769230769231,1.0,0.967741935483871,0.9556976354130053,0.030309037671664943,5
0.03895595073699951,0.007263092636969948,0.002236771583557129,0.00038548764641427525,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",1.0,0.9411764705882353,0.9142857142857143,0.918918918918919,0.9743589743589743,0.9444444444444444,0.9444444444444444,0.9473684210526315,0.967741935483871,0.967741935483871,0.9520481259061107,0.02463537307069785,6
0.07009963989257813,0.004233780936626461,0.003521561622619629,0.001113046222901685,1.0,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",1.0,0.9411764705882353,0.9142857142857143,0.9444444444444444,0.9743589743589743,0.9142857142857143,0.9444444444444444,0.9473684210526315,0.967741935483871,0.967741935483871,0.9515848054427902,0.025288979379554623,7
0.07680158615112305,0.008175715234476601,0.003517746925354004,0.0010223873240037095,10.0,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",1.0,0.9411764705882353,0.9142857142857143,0.9444444444444444,0.9743589743589743,0.9142857142857143,0.9444444444444444,0.9473684210526315,0.967741935483871,0.967741935483871,0.9515848054427902,0.025288979379554623,7
0.08137404918670654,0.003379691136120067,0.003810405731201172,0.0007870562102060009,10.0,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.9375,0.9411764705882353,0.9411764705882353,0.9444444444444444,0.9743589743589743,0.918918918918919,0.9714285714285714,0.9473684210526315,0.967741935483871,0.967741935483871,0.9511856142347753,0.01727374132201129,9
0.08198542594909668,0.006471374934748855,0.004581165313720703,0.0014485428924726727,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9375,0.9375,0.9411764705882353,0.9444444444444444,0.9473684210526315,0.9444444444444444,0.9714285714285714,0.9473684210526315,0.967741935483871,0.967741935483871,0.95067146439787,0.01245054641521998,10
