mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.06584429740905762,0.002564162243522225,0.004396796226501465,0.0001973488744054939,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.9090909090909091,0.9565217391304348,0.8695652173913043,0.9166666666666666,0.9230769230769231,0.9166666666666666,0.9166666666666666,1.0,0.96,0.9090909090909091,0.9277345697780479,0.03400012698103235,1
0.07324111461639404,0.004918638262539715,0.003993892669677734,0.000556128834329529,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9090909090909091,0.9565217391304348,0.8695652173913043,0.9166666666666666,0.9230769230769231,0.9166666666666666,0.9166666666666666,0.9629629629629629,0.9230769230769231,0.9090909090909091,0.9203385583820365,0.02452031702114786,2
0.0945591926574707,0.0028200849887051595,0.005455207824707031,0.00038023698523743563,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.8571428571428571,0.9565217391304348,0.8695652173913043,0.9166666666666666,0.88,0.8695652173913043,0.9565217391304348,1.0,0.96,0.9090909090909091,0.917507434594391,0.046232045609642516,3
0.06444830894470215,0.010737256013951979,0.0031290292739868165,0.00018959025172149863,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8695652173913043,0.88,0.88,0.96,0.9285714285714286,0.96,0.88,0.9285714285714286,0.9230769230769231,0.9565217391304348,0.916630673674152,0.034525913975054875,4
0.08320810794830322,0.006007186760167263,0.0036493539810180664,0.0003941838799756845,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.9090909090909091,0.9565217391304348,0.8695652173913043,0.9166666666666666,0.9230769230769231,0.9166666666666666,0.9166666666666666,0.9629629629629629,0.9230769230769231,0.8695652173913043,0.9163859892120761,0.02882300119440668,5
0.04974825382232666,0.004122766497284492,0.0036993026733398438,0.00039948859624098604,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.8695652173913043,0.9166666666666666,0.8461538461538461,0.96,0.9285714285714286,0.96,0.88,0.9285714285714286,0.9230769230769231,0.9166666666666666,0.9129272177098263,0.035320401604126764,6
0.239259672164917,0.0031522667904856226,0.011718392372131348,0.0005961827146213862,0.01,1,rbf,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",0.8571428571428571,0.9565217391304348,0.8695652173913043,0.9166666666666666,0.8333333333333334,0.9090909090909091,0.9565217391304348,0.96,0.96,0.9,0.9118842461885942,0.04443527703366351,7
0.05624277591705322,0.003260958410077151,0.00424799919128418,0.00031655825523787867,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9090909090909091,0.9166666666666666,0.8695652173913043,0.9166666666666666,0.9230769230769231,0.9166666666666666,0.88,0.9285714285714286,0.9230769230769231,0.8695652173913043,0.9052946618598794,0.02183943861964802,8
0.04901137351989746,0.006251184935078161,0.0032044649124145508,0.00039059239434553034,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.8695652173913043,0.88,0.8461538461538461,0.9166666666666666,0.896551724137931,0.9230769230769231,0.88,0.9285714285714286,0.96,0.9166666666666666,0.9017252472664767,0.03179974302796224,9
0.045782160758972165,0.00425604170261582,0.0036835432052612304,0.00037778003461874844,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8695652173913043,0.9166666666666666,0.8461538461538461,0.9166666666666666,0.896551724137931,0.9230769230769231,0.88,0.9285714285714286,0.9230769230769231,0.9166666666666666,0.9016996062408354,0.02631242461364273,10
