mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.8529969453811646,0.08280698398469664,0.03555295467376709,0.008562176304823454,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",1.0,0.9473684210526315,0.9473684210526315,0.8421052631578947,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.9743589743589743,0.8823529411764706,1.0,0.9415030789643792,0.04975507749842145,1
2.370218348503113,0.26567752469355455,0.08051817417144776,0.011176518160603114,0.01,1,rbf,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",1.0,0.9473684210526315,0.9473684210526315,0.8421052631578947,0.9523809523809523,0.9473684210526315,0.8648648648648649,0.8571428571428571,0.8823529411764706,1.0,0.9240952141880934,0.055139554131015844,2
0.6704896688461304,0.13123391362132944,0.022210979461669923,0.007037891589490618,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.926829268292683,0.6,0.9473684210526315,0.8717948717948718,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.76,0.8108108108108109,0.9743589743589743,0.8712639115155161,0.11264376103466615,3
0.773886775970459,0.12553110541679954,0.02897171974182129,0.003090603485628092,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.95,0.6,0.9473684210526315,0.8717948717948718,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.76,0.8333333333333334,0.926829268292683,0.871080266331871,0.10965434910133581,4
0.5533579826354981,0.08511831705780104,0.019876575469970702,0.003285967467433074,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.926829268292683,0.6,0.9473684210526315,0.85,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.76,0.8108108108108109,0.9743589743589743,0.8690844243360288,0.11282310905608642,5
0.552461814880371,0.04811871140334486,0.022579097747802736,0.0031874676508004667,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.926829268292683,0.6,0.9473684210526315,0.85,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.76,0.8108108108108109,0.9743589743589743,0.8690844243360288,0.11282310905608642,5
0.8770909786224366,0.11635659116962138,0.030083632469177245,0.006688932933626966,1.0,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9743589743589743,0.9473684210526315,0.9473684210526315,0.6530612244897959,0.8333333333333334,0.7272727272727273,0.8571428571428571,0.9047619047619048,0.8333333333333334,0.9743589743589743,0.8652360171157163,0.10248047258658444,7
0.7681151628494263,0.0926449684332794,0.03212549686431885,0.008721570534700072,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.926829268292683,0.6,0.9473684210526315,0.8717948717948718,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.7450980392156863,0.8108108108108109,0.926829268292683,0.8650207448304557,0.11067677440018607,8
0.5674098491668701,0.0785392690135296,0.03264334201812744,0.014626497626206485,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.926829268292683,0.6,0.9473684210526315,0.7906976744186046,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.76,0.8108108108108109,0.9743589743589743,0.8631541917778893,0.11520378904326833,9
0.8657995700836182,0.13953286623178685,0.0273651123046875,0.0029062952677178086,10.0,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.8837209302325582,0.6,0.9473684210526315,0.8717948717948718,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.7450980392156863,0.8108108108108109,0.926829268292683,0.8607099110244432,0.10901240956733253,10
0.8411143064498902,0.08738223046649499,0.031882739067077635,0.00555766464151029,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.95,0.6,0.9473684210526315,0.8717948717948718,0.9523809523809523,0.9743589743589743,0.8947368421052632,0.6333333333333333,0.8333333333333334,0.926829268292683,0.8584135996652043,0.12760137025352963,11
0.45750410556793214,0.11290250480561238,0.01660628318786621,0.006341176198174205,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.926829268292683,0.6666666666666666,0.9473684210526315,0.6530612244897959,0.851063829787234,0.9090909090909091,0.9,0.76,0.8108108108108109,0.9743589743589743,0.8399250104549705,0.10856246979313117,12
0.44065289497375487,0.06228947902474891,0.018277668952941896,0.003488784877251793,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.926829268292683,0.6666666666666666,0.9473684210526315,0.64,0.8333333333333334,0.851063829787234,0.9230769230769231,0.76,0.8108108108108109,0.9743589743589743,0.8333508227379257,0.1100193615740655,13
0.49777827262878416,0.05659642511937966,0.01623821258544922,0.0035752874510672694,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9743589743589743,0.6666666666666666,0.9473684210526315,0.6666666666666666,0.851063829787234,0.8695652173913043,0.8444444444444444,0.6440677966101694,0.8571428571428571,0.9743589743589743,0.8295703848479923,0.12096831624818762,14
