instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
16,zoom_out,0,0,0,0,0,1,1,0,0,0,0.824925422668457,0.9097839295864105,0.6612574656804403,0.9000806411107382,0.5493394732475281,0.918960303068161,1,0,-0.27558594942092896,0.0
17,zoom_out,0,0,0,0,0,1,1,0,0,0,0.8076378107070923,0.89885613322258,0.6022871732711792,0.8982998331387838,0.5347937047481537,0.9051556885242462,1,0,-0.2728441059589386,0.0
18,zoom_out,0,0,0,0,0,1,1,0,0,0,0.8085453808307648,0.8867444097995758,0.5966419180234274,0.8951327800750732,0.5355697572231293,0.9228982031345367,1,0,-0.2729756236076355,0.0
19,zoom_out,0,0,0,0,0,1,1,0,0,0,0.8065894544124603,0.9084475934505463,0.6625614364941915,0.9115696748097738,0.4796517640352249,0.931061863899231,1,0,-0.3269376903772354,0.0
20,zoom_out,1,0,0,0,0,1,1,0,0,0,0.7689331471920013,0.8868032991886139,0.6218940814336141,0.881436804930369,0.49368616938591003,0.8879076540470123,1,0,-0.2752469778060913,0.0
21,Slide_show,0,0,0,0,0,1,1,1,1,1,0.7679926156997681,0.7343421876430511,0.6085382302602133,0.6663024226824442,0.857524186372757,0.70070880651474,1,0,0.08953157067298889,0.0
22,Slide_show,0,0,0,0,0,1,1,1,1,1,0.6833790838718414,0.7216286659240723,0.7339710394541422,0.7296011646588644,0.8664422333240509,0.7678763270378113,1,0,0.18306314945220947,0.0
23,Slide_show,0,0,0,0,0,1,1,1,1,1,0.8202793896198273,0.8468551933765411,0.6476574341456095,0.8505417505900065,0.8466284871101379,0.8833353221416473,0,1,0.0,0.0364801287651062
24,Slide_show,1,0,0,0,0,1,1,1,1,1,0.8324045240879059,0.8796401023864746,0.5773404637972513,0.839678684870402,0.8463405966758728,0.8702165484428406,1,0,0.013936072587966919,0.0
25,Slide_show,0,0,0,0,0,1,1,1,1,1,0.8434935212135315,0.8743298649787903,0.556957999865214,0.8481639822324117,0.8210850656032562,0.8619733452796936,1,0,-0.02240845561027527,0.0
26,Slide_show,0,0,0,0,0,1,1,1,1,1,0.8164784610271454,0.8655501902103424,0.5890387097994486,0.8184329072634379,0.8307336270809174,0.8580408692359924,1,0,0.014255166053771973,0.0
27,Slide_show,1,0,0,0,0,1,1,1,1,1,0.8266892433166504,0.8645268380641937,0.6256020863850912,0.8638400236765543,0.8382189571857452,0.9100456833839417,0,1,0.0,0.045518845319747925
28,Slide_show,1,0,0,0,0,1,1,1,1,1,0.5540133118629456,0.8567399978637695,0.708110511302948,0.8471542994181315,0.843023955821991,0.8938103318214417,1,0,0.2890106439590454,0.0
29,Slide_show,0,0,0,0,0,1,1,1,1,1,0.8040932416915894,0.8807237148284912,0.7994231383005778,0.8788784146308899,0.8004620671272278,0.8795388042926788,1,0,-0.0036311745643615723,0.0
30,Slide_show,0,0,0,0,0,1,1,1,1,1,0.5323121249675751,0.8331354558467865,0.707543134689331,0.8296356995900472,0.8352664113044739,0.8759617507457733,1,0,0.3029542863368988,0.0
31,Slide_show,0,0,0,0,0,1,1,1,1,1,0.5305319726467133,0.8213932812213898,0.7253512541453043,0.8194745977719625,0.837560385465622,0.8764462471008301,1,0,0.3070284128189087,0.0
32,Slide_show,0,0,0,0,0,1,1,1,1,1,0.5496614873409271,0.828532487154007,0.7406619985898336,0.8440459966659546,0.8434561192989349,0.8870144784450531,1,0,0.2937946319580078,0.0
33,Slide_show,0,0,0,0,0,1,1,1,1,1,0.5415081977844238,0.8292607069015503,0.7263173858324686,0.8595414757728577,0.8396806120872498,0.8881303369998932,1,0,0.2981724143028259,0.0
34,trungthuc,1,0,0,0,0,1,1,1,1,1,0.8350127041339874,0.7723435163497925,0.6498012940088908,0.8200203776359558,0.9144689440727234,0.8579688966274261,0,1,0.0,0.08562538027763367
35,trungthuc,0,0,0,0,0,1,1,1,1,1,0.9016382694244385,0.9158056378364563,0.8773157596588135,0.8953235546747843,0.8785474300384521,0.8909376561641693,0,1,0.0,-0.024867981672286987
36,atuyetDon,1,0,0,0,0,1,0,0,0,0,0.8238843381404877,0.9626616835594177,0.8213502168655396,0.9625371893246969,0.8207628428936005,0.9563263654708862,0,1,0.0,-0.006335318088531494
37,trihao,1,0,0,0,0,1,1,1,1,1,0.8173403739929199,0.7933711409568787,0.8007151087125143,0.7958504358927408,0.8750780820846558,0.8643006980419159,0,1,0.0,0.07092955708503723
38,trihao,1,0,0,0,0,0,1,0,0,0,0.8406733572483063,0.8445238173007965,0.6640090743700663,0.8334393302599589,0.8545516431331635,0.8574603497982025,1,0,0.013878285884857178,0.0
39,trihao,0,0,0,0,0,0,1,0,0,0,0.8314142525196075,0.8488970994949341,0.6372057994206747,0.8555128971735636,0.8235764503479004,0.865545004606247,0,1,0.0,0.016647905111312866
40,trihao,0,1,0,0,0,0,0,0,0,0,0.9340084195137024,0.9572271406650543,0.8829319278399149,0.939405639966329,0.8660185933113098,0.9574629664421082,1,0,-0.06798982620239258,0.0
41,khangle,0,0,0,0,0,1,1,0,0,0,0.8222945630550385,0.7611333727836609,0.8150389194488525,0.7560754418373108,0.8215705752372742,0.7589580118656158,0,1,0.0,-0.002175360918045044
42,khangle,1,0,1,0,0,1,0,1,0,0,0.8235741257667542,0.7610233724117279,0.81895778576533,0.7589134772618612,0.8233167827129364,0.7644357979297638,0,1,0.0,0.0034124255180358887
43,doanthiatuyet,1,0,0,0,0,1,1,0,0,0,0.8184587359428406,0.863776296377182,0.8134998679161072,0.8603772322336832,0.814076155424118,0.862711101770401,1,0,-0.004382580518722534,0.0
44,doanthiatuyet,1,0,0,0,0,1,0,0,0,0,0.888360321521759,0.8804804682731628,0.9026778141657511,0.8633803526560465,0.884316623210907,0.8460694849491119,0,1,0.0,-0.0344109833240509
45,trungthucsda,1,1,0,0,0,1,1,0,0,0,0.7878091037273407,0.8656104803085327,0.7891850074132284,0.8697770039240519,0.7908135652542114,0.8754237592220306,0,1,0.0,0.009813278913497925
46,lehaotri,0,0,0,0,0,1,1,1,1,1,0.7960136532783508,0.8889689743518829,0.7120955189069113,0.9025416771570841,0.8146727383136749,0.9229646623134613,0,1,0.0,0.03399568796157837
47,lehaotri,1,1,0,0,0,1,1,0,0,0,0.85291987657547,0.9595836400985718,0.8642920255661011,0.9629248380661011,0.8610365092754364,0.9354616701602936,0,1,0.0,-0.024121969938278198
48,trungthucleeeeeeee,0,0,0,0,0,1,1,1,1,1,0.8538164496421814,0.8343309462070465,0.8494242231051127,0.8334604104359945,0.877361536026001,0.8408449590206146,1,0,0.02354508638381958,0.0
49,junthut,1,0,0,0,0,1,1,1,1,1,0.8262554407119751,0.925245463848114,0.6398499210675558,0.9287911454836527,0.8413836359977722,0.9665394127368927,0,1,0.0,0.041293948888778687
50,junthut,0,0,0,0,0,0,1,0,0,0,0.8227798342704773,0.9568983316421509,0.5796672105789185,0.9507663249969482,0.8502401113510132,0.9722421169281006,1,0,0.02746027708053589,0.0
51,junthut,1,0,0,0,0,0,1,0,0,0,0.8338869512081146,0.9676331877708435,0.5742704073588053,0.9404796361923218,0.810175895690918,0.9661753177642822,1,0,-0.023711055517196655,0.0
52,junthut,0,0,0,0,0,0,1,0,0,0,0.8011110424995422,0.9672827422618866,0.5892728169759115,0.9660013516743978,0.8099240958690643,0.9768989682197571,0,1,0.0,0.009616225957870483
53,junthut,1,0,0,0,0,0,1,0,0,0,0.7776725888252258,0.9819722175598145,0.6090162793795267,0.9638322393099467,0.8253845870494843,0.9621243476867676,1,0,0.04771199822425842,0.0
54,junthut,0,0,0,0,0,0,1,0,0,0,0.8065271377563477,0.970022052526474,0.6255340178807577,0.95244433482488,0.8097511529922485,0.9818713068962097,0,1,0.0,0.011849254369735718
55,junthut,1,0,0,0,0,0,1,0,0,0,0.7873288691043854,0.9965320229530334,0.7210959593454996,0.9856386780738831,0.7976927161216736,1.0671088695526123,0,1,0.0,0.07057684659957886
56,junthut,0,0,0,0,0,1,1,1,1,1,0.8281958699226379,0.8748200535774231,0.6334161758422852,0.8647486766179403,0.8818010985851288,0.9004567563533783,1,0,0.053605228662490845,0.0
57,junthut,0,0,0,0,0,1,0,0,0,0,0.8010423183441162,0.9935707449913025,0.8143091003100077,0.8866102695465088,0.8110504448413849,0.868983268737793,0,1,0.0,-0.12458747625350952
58,truntffthusasdfsad,0,0,0,0,0,1,1,1,1,1,0.8600745797157288,0.8222310543060303,0.6024946570396423,0.7960319916407267,0.9224987924098969,0.8299572169780731,1,0,0.06242421269416809,0.0
59,truntffthusasdfsad,0,0,0,0,0,0,1,0,0,0,0.8996728360652924,0.824619323015213,0.7539282639821371,0.7763940095901489,0.6136938631534576,0.8104267716407776,1,0,-0.2859789729118347,0.0
60,truntffthusasdfsad,1,0,0,0,0,1,1,0,0,0,0.6231279671192169,0.810926079750061,0.7082797487576803,0.7833618919054667,0.8737283945083618,0.8144469559192657,1,0,0.2506004273891449,0.0
61,truntffthusasdfsad,0,0,0,0,0,0,1,0,0,0,0.8711530566215515,0.825476884841919,0.7311112880706787,0.80255526304245,0.5921856760978699,0.8168674111366272,1,0,-0.27896738052368164,0.0
