instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
1,rotate_down,0,0,0,0,0,0,1,1,1,1,0.5394738912582397,0.7280776500701904,0.7328026294708252,0.6949303944905599,0.8405795693397522,0.7317293882369995,1,0,0.30110567808151245,0.0
2,rotate_down,0,0,0,0,0,0,1,1,1,1,0.5290773808956146,0.7900998890399933,0.6877776384353638,0.7458967963854471,0.8405576348304749,0.7657534778118134,1,0,0.31148025393486023,0.0
3,rotate_down,0,0,0,0,0,0,1,1,1,1,0.538349449634552,0.813067764043808,0.7480053305625916,0.7845008770624796,0.847804993391037,0.8152711391448975,1,0,0.309455543756485,0.0
4,rotate_down,0,0,0,0,0,0,1,1,1,1,0.5244912505149841,0.8374985456466675,0.6986780961354574,0.7853926618893942,0.8077108860015869,0.8186255097389221,1,0,0.2832196354866028,0.0
5,rotate_down,0,0,0,0,0,0,1,1,1,1,0.5259143114089966,0.8508057296276093,0.6849702199300131,0.7807079553604126,0.8394059836864471,0.8066052794456482,1,0,0.31349167227745056,0.0
6,zoom_out,0,0,0,0,0,1,1,1,0,0,0.6558879315853119,0.7640791535377502,0.6850634018580118,0.7584774891535441,0.9085516631603241,0.7605993151664734,1,0,0.2526637315750122,0.0
7,zoom_out,0,0,0,0,0,1,1,1,0,0,0.5861674249172211,0.7880642116069794,0.6636346181233724,0.7728901902834574,0.8805602490901947,0.7873330116271973,1,0,0.29439282417297363,0.0
8,zoom_out,0,0,0,0,0,1,1,1,0,0,0.5810202956199646,0.8386143445968628,0.7484640081723531,0.7952221830685934,0.8500320315361023,0.8005716502666473,1,0,0.2690117359161377,0.0
9,zoom_out,0,0,0,0,0,1,1,1,0,0,0.6132850646972656,0.8321260213851929,0.7860679427782694,0.8077545563379923,0.8676532208919525,0.8156154751777649,1,0,0.2543681561946869,0.0
10,previous_slide,0,0,0,0,0,1,1,1,0,0,0.6841752231121063,0.7138882279396057,0.633300244808197,0.6942355434099833,0.7960408627986908,0.6961151361465454,1,0,0.11186563968658447,0.0
11,previous_slide,0,0,0,0,0,1,1,1,0,0,0.6164269149303436,0.6986682713031769,0.7118002971013387,0.6817396680514017,0.8561273515224457,0.6826726794242859,1,0,0.23970043659210205,0.0
12,previous_slide,0,0,0,0,0,1,1,1,0,0,0.6100108027458191,0.699455201625824,0.7582340836524963,0.7108079791069031,0.8411188125610352,0.7133285701274872,1,0,0.23110800981521606,0.0
13,previous_slide,0,0,0,0,0,1,1,1,0,0,0.6188356876373291,0.7268103957176208,0.7408013145128886,0.7149036924044291,0.8626702129840851,0.7293115258216858,1,0,0.24383452534675598,0.0
14,previous_slide,0,0,0,0,0,1,1,1,0,0,0.6330423653125763,0.7117808759212494,0.8281942208607992,0.7214934031168619,0.8888498842716217,0.7202877104282379,1,0,0.2558075189590454,0.0
